-1.00000;0.00000;
-0.99800;0.06289;
-0.99600;0.12578;
-0.99399;0.18864;
-0.99199;0.25147;
-0.98999;0.31427;
-0.98799;0.37701;
-0.98599;0.43969;
-0.98398;0.50231;
-0.98198;0.56484;
-0.97998;0.62729;
-0.97798;0.68964;
-0.97598;0.75187;
-0.97397;0.81399;
-0.97197;0.87598;
-0.96997;0.93783;
-0.96797;0.99954;
-0.96597;1.06108;
-0.96396;1.12246;
-0.96196;1.18366;
-0.95996;1.24467;
-0.95796;1.30548;
-0.95596;1.36609;
-0.95395;1.42648;
-0.95195;1.48665;
-0.94995;1.54658;
-0.94795;1.60627;
-0.94595;1.66570;
-0.94394;1.72487;
-0.94194;1.78376;
-0.93994;1.84238;
-0.93794;1.90070;
-0.93594;1.95872;
-0.93393;2.01643;
-0.93193;2.07382;
-0.92993;2.13089;
-0.92793;2.18762;
-0.92593;2.24400;
-0.92392;2.30002;
-0.92192;2.35568;
-0.91992;2.41097;
-0.91792;2.46588;
-0.91592;2.52040;
-0.91391;2.57452;
-0.91191;2.62823;
-0.90991;2.68152;
-0.90791;2.73439;
-0.90591;2.78683;
-0.90390;2.83883;
-0.90190;2.89038;
-0.89990;2.94147;
-0.89790;2.99210;
-0.89590;3.04225;
-0.89389;3.09192;
-0.89189;3.14110;
-0.88989;3.18978;
-0.88789;3.23796;
-0.88589;3.28563;
-0.88388;3.33278;
-0.88188;3.37940;
-0.87988;3.42549;
-0.87788;3.47103;
-0.87588;3.51602;
-0.87387;3.56046;
-0.87187;3.60434;
-0.86987;3.64764;
-0.86787;3.69037;
-0.86587;3.73251;
-0.86386;3.77406;
-0.86186;3.81502;
-0.85986;3.85537;
-0.85786;3.89511;
-0.85586;3.93424;
-0.85385;3.97274;
-0.85185;4.01062;
-0.84985;4.04786;
-0.84785;4.08446;
-0.84585;4.12041;
-0.84384;4.15571;
-0.84184;4.19035;
-0.83984;4.22433;
-0.83784;4.25765;
-0.83584;4.29028;
-0.83383;4.32224;
-0.83183;4.35352;
-0.82983;4.38411;
-0.82783;4.41400;
-0.82583;4.44319;
-0.82382;4.47169;
-0.82182;4.49947;
-0.81982;4.52654;
-0.81782;4.55290;
-0.81582;4.57853;
-0.81381;4.60345;
-0.81181;4.62763;
-0.80981;4.65108;
-0.80781;4.67379;
-0.80581;4.69577;
-0.80380;4.71700;
-0.80180;4.73749;
-0.79980;4.75722;
-0.79780;4.77621;
-0.79580;4.79443;
-0.79379;4.81190;
-0.79179;4.82861;
-0.78979;4.84455;
-0.78779;4.85973;
-0.78579;4.87414;
-0.78378;4.88778;
-0.78178;4.90064;
-0.77978;4.91273;
-0.77778;4.92404;
-0.77578;4.93457;
-0.77377;4.94432;
-0.77177;4.95329;
-0.76977;4.96147;
-0.76777;4.96887;
-0.76577;4.97549;
-0.76376;4.98131;
-0.76176;4.98635;
-0.75976;4.99060;
-0.75776;4.99406;
-0.75576;4.99673;
-0.75375;4.99861;
-0.75175;4.99970;
-0.74975;4.99999;
-0.74775;4.99950;
-0.74575;4.99821;
-0.74374;4.99614;
-0.74174;4.99327;
-0.73974;4.98961;
-0.73774;4.98517;
-0.73574;4.97993;
-0.73373;4.97391;
-0.73173;4.96710;
-0.72973;4.95950;
-0.72773;4.95112;
-0.72573;4.94196;
-0.72372;4.93201;
-0.72172;4.92128;
-0.71972;4.90978;
-0.71772;4.89750;
-0.71572;4.88444;
-0.71371;4.87061;
-0.71171;4.85601;
-0.70971;4.84064;
-0.70771;4.82450;
-0.70571;4.80761;
-0.70370;4.78995;
-0.70170;4.77153;
-0.69970;4.75236;
-0.69770;4.73243;
-0.69570;4.71176;
-0.69369;4.69034;
-0.69169;4.66818;
-0.68969;4.64528;
-0.68769;4.62165;
-0.68569;4.59729;
-0.68368;4.57219;
-0.68168;4.54638;
-0.67968;4.51984;
-0.67768;4.49259;
-0.67568;4.46463;
-0.67367;4.43596;
-0.67167;4.40659;
-0.66967;4.37652;
-0.66767;4.34576;
-0.66567;4.31432;
-0.66366;4.28219;
-0.66166;4.24938;
-0.65966;4.21590;
-0.65766;4.18175;
-0.65566;4.14695;
-0.65365;4.11148;
-0.65165;4.07537;
-0.64965;4.03861;
-0.64765;4.00121;
-0.64565;3.96317;
-0.64364;3.92452;
-0.64164;3.88523;
-0.63964;3.84534;
-0.63764;3.80484;
-0.63564;3.76373;
-0.63363;3.72203;
-0.63163;3.67974;
-0.62963;3.63687;
-0.62763;3.59342;
-0.62563;3.54940;
-0.62362;3.50483;
-0.62162;3.45969;
-0.61962;3.41401;
-0.61762;3.36779;
-0.61562;3.32104;
-0.61361;3.27376;
-0.61161;3.22597;
-0.60961;3.17766;
-0.60761;3.12885;
-0.60561;3.07955;
-0.60360;3.02975;
-0.60160;2.97948;
-0.59960;2.92874;
-0.59760;2.87753;
-0.59560;2.82587;
-0.59359;2.77376;
-0.59159;2.72122;
-0.58959;2.66824;
-0.58759;2.61484;
-0.58559;2.56102;
-0.58358;2.50681;
-0.58158;2.45219;
-0.57958;2.39719;
-0.57758;2.34180;
-0.57558;2.28605;
-0.57357;2.22993;
-0.57157;2.17347;
-0.56957;2.11665;
-0.56757;2.05951;
-0.56557;2.00203;
-0.56356;1.94424;
-0.56156;1.88615;
-0.55956;1.82775;
-0.55756;1.76907;
-0.55556;1.71010;
-0.55355;1.65087;
-0.55155;1.59137;
-0.54955;1.53162;
-0.54755;1.47163;
-0.54555;1.41141;
-0.54354;1.35096;
-0.54154;1.29030;
-0.53954;1.22943;
-0.53754;1.16837;
-0.53554;1.10713;
-0.53353;1.04571;
-0.53153;0.98412;
-0.52953;0.92238;
-0.52753;0.86050;
-0.52553;0.79847;
-0.52352;0.73633;
-0.52152;0.67406;
-0.51952;0.61169;
-0.51752;0.54922;
-0.51552;0.48666;
-0.51351;0.42403;
-0.51151;0.36133;
-0.50951;0.29857;
-0.50751;0.23577;
-0.50551;0.17293;
-0.50350;0.11006;
-0.50150;0.04717;
-0.49950;-0.01572;
-0.49750;-0.07862;
-0.49550;-0.14149;
-0.49349;-0.20435;
-0.49149;-0.26718;
-0.48949;-0.32996;
-0.48749;-0.39269;
-0.48549;-0.45536;
-0.48348;-0.51795;
-0.48148;-0.58046;
-0.47948;-0.64289;
-0.47748;-0.70521;
-0.47548;-0.76742;
-0.47347;-0.82950;
-0.47147;-0.89146;
-0.46947;-0.95327;
-0.46747;-1.01494;
-0.46547;-1.07644;
-0.46346;-1.13777;
-0.46146;-1.19893;
