-1.00000;-1.00000;0.00000
-1.00000;-0.98995;0.03157
-1.00000;-0.97990;0.06311
-1.00000;-0.96985;0.09458
-1.00000;-0.95980;0.12596
-1.00000;-0.94975;0.15721
-1.00000;-0.93970;0.18831
-1.00000;-0.92965;0.21922
-1.00000;-0.91960;0.24991
-1.00000;-0.90955;0.28036
-1.00000;-0.89950;0.31052
-1.00000;-0.88945;0.34037
-1.00000;-0.87940;0.36989
-1.00000;-0.86935;0.39903
-1.00000;-0.85930;0.42778
-1.00000;-0.84925;0.45610
-1.00000;-0.83920;0.48397
-1.00000;-0.82915;0.51135
-1.00000;-0.81910;0.53822
-1.00000;-0.80905;0.56456
-1.00000;-0.79899;0.59034
-1.00000;-0.78894;0.61552
-1.00000;-0.77889;0.64010
-1.00000;-0.76884;0.66403
-1.00000;-0.75879;0.68730
-1.00000;-0.74874;0.70989
-1.00000;-0.73869;0.73177
-1.00000;-0.72864;0.75292
-1.00000;-0.71859;0.77332
-1.00000;-0.70854;0.79295
-1.00000;-0.69849;0.81179
-1.00000;-0.68844;0.82982
-1.00000;-0.67839;0.84702
-1.00000;-0.66834;0.86338
-1.00000;-0.65829;0.87888
-1.00000;-0.64824;0.89350
-1.00000;-0.63819;0.90723
-1.00000;-0.62814;0.92006
-1.00000;-0.61809;0.93197
-1.00000;-0.60804;0.94295
-1.00000;-0.59799;0.95299
-1.00000;-0.58794;0.96208
-1.00000;-0.57789;0.97021
-1.00000;-0.56784;0.97738
-1.00000;-0.55779;0.98357
-1.00000;-0.54774;0.98877
-1.00000;-0.53769;0.99300
-1.00000;-0.52764;0.99623
-1.00000;-0.51759;0.99847
-1.00000;-0.50754;0.99972
-1.00000;-0.49749;0.99997
-1.00000;-0.48744;0.99922
-1.00000;-0.47739;0.99748
-1.00000;-0.46734;0.99474
-1.00000;-0.45729;0.99101
-1.00000;-0.44724;0.98629
-1.00000;-0.43719;0.98059
-1.00000;-0.42714;0.97391
-1.00000;-0.41709;0.96627
-1.00000;-0.40704;0.95765
-1.00000;-0.39698;0.94809
-1.00000;-0.38693;0.93758
-1.00000;-0.37688;0.92613
-1.00000;-0.36683;0.91376
-1.00000;-0.35678;0.90048
-1.00000;-0.34673;0.88630
-1.00000;-0.33668;0.87124
-1.00000;-0.32663;0.85531
-1.00000;-0.31658;0.83853
-1.00000;-0.30653;0.82091
-1.00000;-0.29648;0.80247
-1.00000;-0.28643;0.78324
-1.00000;-0.27638;0.76322
-1.00000;-0.26633;0.74244
-1.00000;-0.25628;0.72092
-1.00000;-0.24623;0.69869
-1.00000;-0.23618;0.67575
-1.00000;-0.22613;0.65214
-1.00000;-0.21608;0.62789
-1.00000;-0.20603;0.60301
-1.00000;-0.19598;0.57752
-1.00000;-0.18593;0.55146
-1.00000;-0.17588;0.52485
-1.00000;-0.16583;0.49772
-1.00000;-0.15578;0.47009
-1.00000;-0.14573;0.44199
-1.00000;-0.13568;0.41346
-1.00000;-0.12563;0.38451
-1.00000;-0.11558;0.35517
-1.00000;-0.10553;0.32549
-1.00000;-0.09548;0.29547
-1.00000;-0.08543;0.26517
-1.00000;-0.07538;0.23460
-1.00000;-0.06533;0.20379
-1.00000;-0.05528;0.17278
-1.00000;-0.04523;0.14160
-1.00000;-0.03518;0.11028
-1.00000;-0.02513;0.07885
-1.00000;-0.01508;0.04734
-1.00000;-0.00503;0.01579
-1.00000;0.00503;-0.01579
-1.00000;0.01508;-0.04734
-1.00000;0.02513;-0.07885
-1.00000;0.03518;-0.11028
-1.00000;0.04523;-0.14160
-1.00000;0.05528;-0.17278
-1.00000;0.06533;-0.20379
-1.00000;0.07538;-0.23460
-1.00000;0.08543;-0.26517
-1.00000;0.09548;-0.29547
-1.00000;0.10553;-0.32549
-1.00000;0.11558;-0.35517
-1.00000;0.12563;-0.38451
-1.00000;0.13568;-0.41346
-1.00000;0.14573;-0.44199
-1.00000;0.15578;-0.47009
-1.00000;0.16583;-0.49772
-1.00000;0.17588;-0.52485
-1.00000;0.18593;-0.55146
